date,state,people_viral_positive,tests_viral_positive,tests_viral_negative,encounters_viral_total,tests_viral_total,people_viral_total,tests_combined_total,cases_conf_probable,people_antigen_positive,people_antigen_total,cases_confirmed,cases_probable
20210607,NY,2089129.0,,,56693873.0,,,56693873.0,2089129.0,,,2089129.0,0.0
20210608,NY,2089571.0,,,56765826.0,,,56765826.0,2089571.0,,,2089571.0,0.0
20210609,NY,2089997.0,,,56879535.0,,,56879535.0,2089997.0,,,2089997.0,0.0
20210610,NY,2090563.0,,,57019027.0,,,57019027.0,2090563.0,,,2090563.0,0.0
20210611,NY,2091043.0,,,57149098.0,,,57149098.0,2091043.0,,,2091043.0,0.0
20210612,NY,2091576.0,,,57290666.0,,,57290666.0,2091576.0,,,2091576.0,0.0
20210613,NY,2091959.0,,,57401103.0,,,57401103.0,2091959.0,,,2091959.0,0.0
20210614,NY,2092279.0,,,57462737.0,,,57462737.0,2092279.0,,,2092279.0,0.0
20210615,NY,2092599.0,,,57518175.0,,,57518175.0,2092599.0,,,2092599.0,0.0
20210616,NY,2092948.0,,,57618652.0,,,57618652.0,2092948.0,,,2092948.0,0.0
20210617,NY,2093366.0,,,57737924.0,,,57737924.0,2093366.0,,,2093366.0,0.0
20210618,NY,2093736.0,,,57848311.0,,,57848311.0,2093736.0,,,2093736.0,0.0
20210619,NY,2094154.0,,,57956062.0,,,57956062.0,2094154.0,,,2094154.0,0.0
20210620,NY,2094412.0,,,58044356.0,,,58044356.0,2094412.0,,,2094412.0,0.0
20210621,NY,2094663.0,,,58102728.0,,,58102728.0,2094663.0,,,2094663.0,0.0
20210622,NY,2094923.0,,,58158057.0,,,58158057.0,2094923.0,,,2094923.0,0.0
20210623,NY,2095233.0,,,58248407.0,,,58248407.0,2095233.0,,,2095233.0,0.0
20210624,NY,2095576.0,,,58361515.0,,,58361515.0,2095576.0,,,2095576.0,0.0
20210625,NY,2095919.0,,,58457143.0,,,58457143.0,2095919.0,,,2095919.0,0.0
20210626,NY,2096304.0,,,58554163.0,,,58554163.0,2096304.0,,,2096304.0,0.0
20210627,NY,2096650.0,,,58638455.0,,,58638455.0,2096650.0,,,2096650.0,0.0
20210628,NY,2096940.0,,,58693789.0,,,58693789.0,2096940.0,,,2096940.0,0.0
20210629,NY,2097215.0,,,58747985.0,,,58747985.0,2097215.0,,,2097215.0,0.0
20210630,NY,2097560.0,,,58828295.0,,,58828295.0,2097560.0,,,2097560.0,0.0
20210701,NY,2097971.0,,,58909251.0,,,58909251.0,2097971.0,,,2097971.0,0.0
20210702,NY,2098477.0,,,58986153.0,,,58986153.0,2098477.0,,,2098477.0,0.0
20210703,NY,2098887.0,,,59065337.0,,,59065337.0,2098887.0,,,2098887.0,0.0
20210704,NY,2099308.0,,,59132574.0,,,59132574.0,2099308.0,,,2099308.0,0.0
20210705,NY,2099676.0,,,59180891.0,,,59180891.0,2099676.0,,,2099676.0,0.0
20210706,NY,2099931.0,,,59216230.0,,,59216230.0,2099931.0,,,2099931.0,0.0
20210707,NY,2100417.0,,,59267467.0,,,59267467.0,2100417.0,,,2100417.0,0.0
20210708,NY,2101087.0,,,59366144.0,,,59366144.0,2101087.0,,,2101087.0,0.0
20210709,NY,2101904.0,,,59453050.0,,,59453050.0,2101904.0,,,2101904.0,0.0
20210710,NY,2102565.0,,,59533361.0,,,59533361.0,2102565.0,,,2102565.0,0.0
20210711,NY,2103231.0,,,59598410.0,,,59598410.0,2103231.0,,,2103231.0,0.0
20210712,NY,2103804.0,,,59650300.0,,,59650300.0,2103804.0,,,2103804.0,0.0
20210713,NY,2104447.0,,,59700353.0,,,59700353.0,2104447.0,,,2104447.0,0.0
20210714,NY,2105259.0,,,59775368.0,,,59775368.0,2105259.0,,,2105259.0,0.0
20210715,NY,2106215.0,,,59857319.0,,,59857319.0,2106215.0,,,2106215.0,0.0
20210716,NY,2107196.0,,,59937239.0,,,59937239.0,2107196.0,,,2107196.0,0.0
20210717,NY,2108352.0,,,60020206.0,,,60020206.0,2108352.0,,,2108352.0,0.0
20210718,NY,2109494.0,,,60096052.0,,,60096052.0,2109494.0,,,2109494.0,0.0
20210719,NY,2110317.0,,,60165717.0,,,60165717.0,2110317.0,,,2110317.0,0.0
20210720,NY,2111461.0,,,60234422.0,,,60234422.0,2111461.0,,,2111461.0,0.0
20210721,NY,2112913.0,,,60317504.0,,,60317504.0,2112913.0,,,2112913.0,0.0
20210722,NY,2114497.0,,,60410678.0,,,60410678.0,2114497.0,,,2114497.0,0.0
20210723,NY,2116327.0,,,60513545.0,,,60513545.0,2116327.0,,,2116327.0,0.0
20210724,NY,2118173.0,,,60612723.0,,,60612723.0,2118173.0,,,2118173.0,0.0
20210725,NY,2120155.0,,,60701600.0,,,60701600.0,2120155.0,,,2120155.0,0.0
20210726,NY,2121451.0,,,60758468.0,,,60758468.0,2121451.0,,,2121451.0,0.0
20210727,NY,2123130.0,,,60826837.0,,,60826837.0,2123130.0,,,2123130.0,0.0
20210728,NY,2125333.0,,,60925781.0,,,60925781.0,2125333.0,,,2125333.0,0.0
20210729,NY,2127900.0,,,61028940.0,,,61028940.0,2127900.0,,,2127900.0,0.0
20210730,NY,2130577.0,,,61137737.0,,,61137737.0,2130577.0,,,2130577.0,0.0
20210731,NY,2133627.0,,,61257303.0,,,61257303.0,2133627.0,,,2133627.0,0.0
20210801,NY,2136143.0,,,61351121.0,,,61351121.0,2136143.0,,,2136143.0,0.0
20210802,NY,2138286.0,,,61423635.0,,,61423635.0,2138286.0,,,2138286.0,0.0
20210803,NY,2141218.0,,,61508245.0,,,61508245.0,2141218.0,,,2141218.0,0.0
20210804,NY,2144333.0,,,61629260.0,,,61629260.0,2144333.0,,,2144333.0,0.0
20210805,NY,2147977.0,,,61760779.0,,,61760779.0,2147977.0,,,2147977.0,0.0
20210806,NY,2151677.0,,,61894981.0,,,61894981.0,2151677.0,,,2151677.0,0.0
20210807,NY,2156062.0,,,62040794.0,,,62040794.0,2156062.0,,,2156062.0,0.0
20210808,NY,2159529.0,,,62154059.0,,,62154059.0,2159529.0,,,2159529.0,0.0
20210809,NY,2163144.0,,,62263024.0,,,62263024.0,2163144.0,,,2163144.0,0.0
20210810,NY,2166366.0,,,62354044.0,,,62354044.0,2166366.0,,,2166366.0,0.0
20210811,NY,2170516.0,,,62499355.0,,,62499355.0,2170516.0,,,2170516.0,0.0
20210812,NY,2175217.0,,,62653280.0,,,62653280.0,2175217.0,,,2175217.0,0.0
20210813,NY,2179808.0,,,62800998.0,,,62800998.0,2179808.0,,,2179808.0,0.0
20210814,NY,2184282.0,,,62953639.0,,,62953639.0,2184282.0,,,2184282.0,0.0
20210815,NY,2188761.0,,,63108205.0,,,63108205.0,2188761.0,,,2188761.0,0.0
20210816,NY,2192336.0,,,63207210.0,,,63207210.0,2192336.0,,,2192336.0,0.0
20210817,NY,2195903.0,,,63297781.0,,,63297781.0,2195903.0,,,2195903.0,0.0
20210818,NY,2200640.0,,,63453909.0,,,63453909.0,2200640.0,,,2200640.0,0.0
20210819,NY,2205778.0,,,63623619.0,,,63623619.0,2205778.0,,,2205778.0,0.0
20210820,NY,2210610.0,,,63786439.0,,,63786439.0,2210610.0,,,2210610.0,0.0
20210821,NY,2215600.0,,,63956155.0,,,63956155.0,2215600.0,,,2215600.0,0.0
20210822,NY,2219940.0,,,64100220.0,,,64100220.0,2219940.0,,,2219940.0,0.0
20210823,NY,2223756.0,,,64201905.0,,,64201905.0,2223756.0,,,2223756.0,0.0
20210824,NY,2226955.0,,,64290823.0,,,64290823.0,2226955.0,,,2226955.0,0.0
20210825,NY,2231227.0,,,64432442.0,,,64432442.0,2231227.0,,,2231227.0,0.0
20210826,NY,2236634.0,,,64592996.0,,,64592996.0,2236634.0,,,2236634.0,0.0
20210827,NY,2242982.0,,,64767808.0,,,64767808.0,2242982.0,,,2242982.0,0.0
20210828,NY,2242982.0,,,64767808.0,,,64767808.0,2242982.0,,,2242982.0,0.0
20210829,NY,2252752.0,,,65096274.0,,,65096274.0,2252752.0,,,2252752.0,0.0
20210830,NY,2256899.0,,,65203599.0,,,65203599.0,2256899.0,,,2256899.0,0.0
20210831,NY,2260688.0,,,65299178.0,,,65299178.0,2260688.0,,,2260688.0,0.0
20210901,NY,2265300.0,,,65445674.0,,,65445674.0,2265300.0,,,2265300.0,0.0
20210902,NY,2270243.0,,,65609600.0,,,65609600.0,2270243.0,,,2270243.0,0.0
20210903,NY,2276253.0,,,65789818.0,,,65789818.0,2276253.0,,,2276253.0,0.0
20210904,NY,2281283.0,,,65947120.0,,,65947120.0,2281283.0,,,2281283.0,0.0
20210905,NY,2285778.0,,,66095265.0,,,66095265.0,2285778.0,,,2285778.0,0.0
20210906,NY,2289438.0,,,66195553.0,,,66195553.0,2289438.0,,,2289438.0,0.0
20210907,NY,2292760.0,,,66278869.0,,,66278869.0,2292760.0,,,2292760.0,0.0
20210908,NY,2296611.0,,,66382477.0,,,66382477.0,2296611.0,,,2296611.0,0.0
20210909,NY,2302013.0,,,66559152.0,,,66559152.0,2302013.0,,,2302013.0,0.0
20210910,NY,2308164.0,,,66757104.0,,,66757104.0,2308164.0,,,2308164.0,0.0
20210911,NY,2313932.0,,,66960478.0,,,66960478.0,2313932.0,,,2313932.0,0.0
20210912,NY,2319379.0,,,67139503.0,,,67139503.0,2319379.0,,,2319379.0,0.0
20210913,NY,2323065.0,,,67248641.0,,,67248641.0,2323065.0,,,2323065.0,0.0
20210914,NY,2327163.0,,,67366394.0,,,67366394.0,2327163.0,,,2327163.0,0.0
20210915,NY,2332015.0,,,67522395.0,,,67522395.0,2332015.0,,,2332015.0,0.0
20210916,NY,2338744.0,,,67720448.0,,,67720448.0,2338744.0,,,2338744.0,0.0
20210917,NY,2344525.0,,,67933450.0,,,67933450.0,2344525.0,,,2344525.0,0.0
20210918,NY,2349893.0,,,68130725.0,,,68130725.0,2349893.0,,,2349893.0,0.0
20210919,NY,2355168.0,,,68338422.0,,,68338422.0,2355168.0,,,2355168.0,0.0
20210920,NY,2358600.0,,,68454972.0,,,68454972.0,2358600.0,,,2358600.0,0.0
20210921,NY,2363842.0,,,68598737.0,,,68598737.0,2363842.0,,,2363842.0,0.0
20210922,NY,2368515.0,,,68777133.0,,,68777133.0,2368515.0,,,2368515.0,0.0
20210923,NY,2373329.0,,,68975980.0,,,68975980.0,2373329.0,,,2373329.0,0.0
20210924,NY,2379399.0,,,69198938.0,,,69198938.0,2379399.0,,,2379399.0,0.0
20210925,NY,2384687.0,,,69408319.0,,,69408319.0,2384687.0,,,2384687.0,0.0
20210926,NY,2389001.0,,,69588931.0,,,69588931.0,2389001.0,,,2389001.0,0.0
20210927,NY,2393005.0,,,69717631.0,,,69717631.0,2393005.0,,,2393005.0,0.0
20210928,NY,2397119.0,,,69852546.0,,,69852546.0,2397119.0,,,2397119.0,0.0
20210929,NY,2402256.0,,,70042806.0,,,70042806.0,2402256.0,,,2402256.0,0.0
20210930,NY,2407000.0,,,70281672.0,,,70281672.0,2407000.0,,,2407000.0,0.0
20211001,NY,2412187.0,,,70502588.0,,,70502588.0,2412187.0,,,2412187.0,0.0
20211002,NY,2416888.0,,,70723797.0,,,70723797.0,2416888.0,,,2416888.0,0.0
20211003,NY,2421472.0,,,70918716.0,,,70918716.0,2421472.0,,,2421472.0,0.0
20211004,NY,2424368.0,,,71040909.0,,,71040909.0,2424368.0,,,2424368.0,0.0
20211005,NY,2428245.0,,,71183544.0,,,71183544.0,2428245.0,,,2428245.0,0.0
20211006,NY,2433917.0,,,71379438.0,,,71379438.0,2433917.0,,,2433917.0,0.0
20211007,NY,2439160.0,,,71605123.0,,,71605123.0,2439160.0,,,2439160.0,0.0
20211008,NY,2444814.0,,,71834354.0,,,71834354.0,2444814.0,,,2444814.0,0.0
20211009,NY,2449618.0,,,72050508.0,,,72050508.0,2449618.0,,,2449618.0,0.0
20211010,NY,2452403.0,,,72158514.0,,,72158514.0,2452403.0,,,2452403.0,0.0
20211011,NY,2457531.0,,,72365667.0,,,72365667.0,2457531.0,,,2457531.0,0.0
20211012,NY,2460907.0,,,72477231.0,,,72477231.0,2460907.0,,,2460907.0,0.0
20211013,NY,2465565.0,,,72629825.0,,,72629825.0,2465565.0,,,2465565.0,0.0
20211014,NY,2469966.0,,,72829857.0,,,72829857.0,2469966.0,,,2469966.0,0.0
20211015,NY,2475659.0,,,73066718.0,,,73066718.0,2475659.0,,,2475659.0,0.0
20211016,NY,2480907.0,,,73283669.0,,,73283669.0,2480907.0,,,2480907.0,0.0
20211017,NY,2485111.0,,,73492373.0,,,73492373.0,2485111.0,,,2485111.0,0.0
20211018,NY,2488114.0,,,73608158.0,,,73608158.0,2488114.0,,,2488114.0,0.0
20211019,NY,2491006.0,,,73726938.0,,,73726938.0,2491006.0,,,2491006.0,0.0
20211020,NY,2495674.0,,,73919743.0,,,73919743.0,2495674.0,,,2495674.0,0.0
20211021,NY,2499897.0,,,74130043.0,,,74130043.0,2499897.0,,,2499897.0,0.0
20211022,NY,2503491.0,,,74329491.0,,,74329491.0,2503491.0,,,2503491.0,0.0
20211023,NY,2507829.0,,,74538052.0,,,74538052.0,2507829.0,,,2507829.0,0.0
20211024,NY,2510690.0,,,74700789.0,,,74700789.0,2510690.0,,,2510690.0,0.0
20211025,NY,2513744.0,,,74826384.0,,,74826384.0,2513744.0,,,2513744.0,0.0
20211026,NY,2515947.0,,,74919358.0,,,74919358.0,2515947.0,,,2515947.0,0.0
20211027,NY,2520231.0,,,75085425.0,,,75085425.0,2520231.0,,,2520231.0,0.0
20211028,NY,2524516.0,,,75311120.0,,,75311120.0,2524516.0,,,2524516.0,0.0
20211029,NY,2529580.0,,,75546813.0,,,75546813.0,2529580.0,,,2529580.0,0.0
20211030,NY,2533557.0,,,75746454.0,,,75746454.0,2533557.0,,,2533557.0,0.0
20211031,NY,2537145.0,,,75913052.0,,,75913052.0,2537145.0,,,2537145.0,0.0
20211101,NY,2540052.0,,,76029363.0,,,76029363.0,2540052.0,,,2540052.0,0.0
20211102,NY,2543013.0,,,76127782.0,,,76127782.0,2543013.0,,,2543013.0,0.0
20211103,NY,2547045.0,,,76293451.0,,,76293451.0,2547045.0,,,2547045.0,0.0
20211104,NY,2551632.0,,,76489052.0,,,76489052.0,2551632.0,,,2551632.0,0.0
20211105,NY,2556407.0,,,76678214.0,,,76678214.0,2556407.0,,,2556407.0,0.0
20211106,NY,2561320.0,,,76877118.0,,,76877118.0,2561320.0,,,2561320.0,0.0
20211107,NY,2565923.0,,,77050769.0,,,77050769.0,2565923.0,,,2565923.0,0.0
20211108,NY,2569403.0,,,77162220.0,,,77162220.0,2569403.0,,,2569403.0,0.0
20211109,NY,2573511.0,,,77277726.0,,,77277726.0,2573511.0,,,2573511.0,0.0
20211110,NY,2578649.0,,,77431122.0,,,77431122.0,2578649.0,,,2578649.0,0.0
20211111,NY,2585194.0,,,77645062.0,,,77645062.0,2585194.0,,,2585194.0,0.0
20211112,NY,2591345.0,,,77844664.0,,,77844664.0,2591345.0,,,2591345.0,0.0
20211113,NY,2597822.0,,,78047146.0,,,78047146.0,2597822.0,,,2597822.0,0.0
20211114,NY,2602900.0,,,78203615.0,,,78203615.0,2602900.0,,,2602900.0,0.0
20211115,NY,2607472.0,,,78317570.0,,,78317570.0,2607472.0,,,2607472.0,0.0
20211116,NY,2612344.0,,,78419054.0,,,78419054.0,2612344.0,,,2612344.0,0.0
20211117,NY,2618458.0,,,78579801.0,,,78579801.0,2618458.0,,,2618458.0,0.0
20211118,NY,2626429.0,,,78797140.0,,,78797140.0,2626429.0,,,2626429.0,0.0
20211119,NY,2633987.0,,,79004607.0,,,79004607.0,2633987.0,,,2633987.0,0.0
20211120,NY,2641084.0,,,79206076.0,,,79206076.0,2641084.0,,,2641084.0,0.0
20211121,NY,2647941.0,,,79397218.0,,,79397218.0,2647941.0,,,2647941.0,0.0
20211122,NY,2653342.0,,,79517427.0,,,79517427.0,2653342.0,,,2653342.0,0.0
20211123,NY,2658678.0,,,79636380.0,,,79636380.0,2658678.0,,,2658678.0,0.0
20211124,NY,2665844.0,,,79814472.0,,,79814472.0,2665844.0,,,2665844.0,0.0
20211125,NY,2674232.0,,,80041074.0,,,80041074.0,2674232.0,,,2674232.0,0.0
20211126,NY,2680527.0,,,80223718.0,,,80223718.0,2680527.0,,,2680527.0,0.0
20211127,NY,2684853.0,,,80315133.0,,,80315133.0,2684853.0,,,2684853.0,0.0
20211128,NY,2691000.0,,,80460322.0,,,80460322.0,2691000.0,,,2691000.0,0.0
20211129,NY,2696277.0,,,80559752.0,,,80559752.0,2696277.0,,,2696277.0,0.0
20211130,NY,2702870.0,,,80690118.0,,,80690118.0,2702870.0,,,2702870.0,0.0
20211201,NY,2712332.0,,,80879024.0,,,80879024.0,2712332.0,,,2712332.0,0.0
20211202,NY,2723632.0,,,81112808.0,,,81112808.0,2723632.0,,,2723632.0,0.0
20211203,NY,2734874.0,,,81343769.0,,,81343769.0,2734874.0,,,2734874.0,0.0
20211204,NY,2744781.0,,,81551600.0,,,81551600.0,2744781.0,,,2744781.0,0.0
20211205,NY,2755192.0,,,81786116.0,,,81786116.0,2755192.0,,,2755192.0,0.0
20211206,NY,2761270.0,,,81908452.0,,,81908452.0,2761270.0,,,2761270.0,0.0
20211207,NY,2769480.0,,,82057636.0,,,82057636.0,2769480.0,,,2769480.0,0.0
20211208,NY,2779313.0,,,82288048.0,,,82288048.0,2779313.0,,,2779313.0,0.0
20211209,NY,2791804.0,,,82538008.0,,,82538008.0,2791804.0,,,2791804.0,0.0
20211210,NY,2803007.0,,,82806380.0,,,82806380.0,2803007.0,,,2803007.0,0.0
20211211,NY,2814725.0,,,83079987.0,,,83079987.0,2814725.0,,,2814725.0,0.0
20211212,NY,2826302.0,,,83329780.0,,,83329780.0,2826302.0,,,2826302.0,0.0
20211213,NY,2835295.0,,,83509484.0,,,83509484.0,2835295.0,,,2835295.0,0.0
20211214,NY,2843561.0,,,83652449.0,,,83652449.0,2843561.0,,,2843561.0,0.0
20211215,NY,2856505.0,,,83884958.0,,,83884958.0,2856505.0,,,2856505.0,0.0
